1229-7836	Official Journal of the Koeran Society of Dance Science	Korean Society of Dance Science
1229-7860	Historical Studies of Ancient and Medieval China	Society for Historical Studies of Ancient and Medieval China
1229-7917	Theology and praxis	The Korean Society for Practical Theology
1229-7925	Korean Cultural Studies	Research Institute of Korean Studies
1229-7992	Korean Institute of Interior Design Journal	Korean Institute of Interior Design
1229-800X	The Transactions of the Korean Institute of Electrical Engineers P	The Korean Institute of Electrical Engineers
1229-8131	Journal of Modern Korean Literature	Modern Korean Literature Association
1229-8255	The Journal of Political Science & Communication	The Korean Association of Political Science and Communication
1229-828X	Journal of Korea Trade	Emerald (MCB UP )
1229-8298	The East Asian Ancient Studies	The Association of East Asian Ancient Studies
1229-8301	The Journal of Special Children Education	The Korean Association for Children with Special Needs
1229-8328	Journal of Korean Medical classics	The Society of Korean Medical Classics
1229-8379	The Korea Association of Yeolin Education	The Korea Association of Yeolin Education
1229-8387	Christian Social Ethics	The Society of Korean Christian Social Ethics
1229-8417,1229-8417	Qualitative Research	The Academy of Qualitative Research
1229-8433	Art History	Korean Association of Art History Education
1229-8476	The Journal of Information Systems	The Korean Association of Information Systems
1229-8484	The journal of Educational Studies	"Educational Research Institute, College of Education, Ewha Womans University"
1229-8565	The Korean Journal of Community Living Science	The Korean Society of Community Living Science
2287-5190,1229-8565	The Korean Journal of Community Living Science	The Korean Society of Community Living Science
1229-8611	Korean Insurance Journal	Korean Insurance Academic Society
1229-8638	The Korea Spatial Planning Review	Korea Research Institute for Human Settlements
2093-7830,1229-8670	Journal of the Korean Society of Coloproctology	Korean Society of Coloproctology (KAMJE)
1229-8697	The Institute for Korean Culture	Institute of Korean Cultural Studies Yeungnam University
1229-8719	The Journal of the Korean Society for Therapeutic Radiology and Oncology	Korean Society for Therapeutic Radiology and Oncology
1229-8778	The Korean Journal of Consumer and Advertising Psychology	Korea Society for Consumer Advertising Psychology
1229-893X	The Journal of Gojiseon & Dangun Studies	Gojoseon and Dangun Studies Association
1229-8972	Theology and Philosophy	Theology and Philosophy
2288-2049,1229-8999	Journal of Fisheries and Marine Sciences Education	The Korean Society for Fisheries and Marine Sciences Education
1229-9111	Iberoamérica	Institute of Iberoamerican Studies
1229-9200	Urimalgeul The Korean Language and Literature	Urimalgeulhakhoe
1229-9219	Survey Research	The Korean Association for Survey Research
1229-9286	Journal of Local History and Culture	Korean Society for Local History and Culture
1229-9316	Korean Classical Woman Literature Studies	Society of Korean Classical Woman Literature
1229-943X	SungKyunKwan Law Review	"Institute of Legal Studies, Sungkyunkwan University"
1229-9448	Asian Journal of Education	Asian Journal of Education
1229-9456	The Japanese Modern Association of Korea	The Japanese Modern Association of Korea
1229-9537	KUKJE KYUNGJE YONGU	Korea International Economic Association
1229-9545	The Historical Journal	Soosun Historical Association
1229-9553	The Knowledge Management Society of Korea	The Knowledge Management Society of Korea
1229-9618	Chinese Studies	Korean Association for Chinese Studies
1229-9626	International Journal of Aeronautical and Space Sciences	The Korean Society for Aeronautical & Space Sciences
1229-9685	Journal of Korean Society for the Study of Physical Education	Korean Society for the Studey of Physical Education
1229-9790	Journal of Indian Studies	Korean Society for Indian Studies
2466-1716,1229-9936	The e-Business Studies	Global e-Business Association
1229-9952	Korean Association of Public Safety and Criminal Justice	Korean Association of Public Safety and Criminal Justice 	
1230-0780	Studia Koszalińsko-Kołobrzeskie	University of Szczecin
2449-8246,1230-2376	Folia Bibliologica	Wydawnictwo Uniwersytetu Marii Curie-SkÅodowskiej w Lublinie
1230-2392	Pogranicze Studia Społeczne	University of Bialystok
1230-2813	Postępy Psychiatrii i Neurologii	Termedia Sp. z.o.o.
1230-3534	HUTNIK - WIADOMOŚCI HUTNICZE	"Wydawnictwo SIGMA-NOT, sp. z.o.o."
1230-3666	Fibres and Textiles in Eastern Europe	Index Copernicus International
1230-3690	Child Neurology	Polish Society of Child Neurologists
1230-3801	PROBLEMY TECHNIKI UZBROJENIA	Index Copernicus International
2450-5536,1230-7424	Biuletyn Instytutu Morskiego	Index Copernicus International
1230-7831	Ochrona Srodowiska i Zasobów Naturalnych - Environmental Protection and Natural Resources	De Gruyter Open Sp. z o.o. 
1230-8013	Polish Annals of Medicine	Warminsko-Mazurska Izba Lekarska
1230-817X	Test1234	Index Copernicus International
1230-820X	Test123456	Index Copernicus International
1230-8323,1230-8323	Physiotherapy	De Gruyter Open Sp. z o.o. 
2083-8204,1230-8323	Physiotherapy	Termedia Sp. z.o.o.
1231-0298	Nauka i Szkolnictwo Wyższe	Adam Mickiewicz University Poznan
1231-0344	Baltic-Pontic Studies	Walter de Gruyter GmbH
1231-4005	Journal of KONES Powertrain and Transport	Index Copernicus International
1231-868X	Principles and Methods of Assessing the Walking Environment	Index Copernicus International
2084-431X,1232-406X	Polish Journal of Sports Medicine	Index Copernicus International
1232-7174,1232-7174	Phlebological Review	Termedia Sp. z.o.o.
2450-1328,1232-8766	Seminare Poszukiwania naukowe	Francis de Sales Scientific Society (Towarzystwo Naukowe Franciszka Salezego)
2300-8717,1232-8855	Eastern European Countryside	De Gruyter Open Sp. z o.o. 
1232-9630,1232-9630	Current Topics in Biophysics	De Gruyter Open Sp. z o.o. 
1731-2485,1233-5991	Nowa Medycyna	"Borgis, Ltd."
1233-6688	Studia Edukacyjne	Adam Mickiewicz University Poznan
2084-5057,1233-8273	Rośliny Oleiste - Oilseed Crops	Index Copernicus International
2450-4939,1233-8672	Poznańskie Studia Polonistyczne Seria Językoznawcza	Adam Mickiewicz University Poznan
1234-2238,1234-2238	Psychology of Language and Communication	De Gruyter Open Sp. z o.o. 
1234-3544,1234-3544	Research Works of Air Force Institute of Technology	De Gruyter Open Sp. z o.o. 
1234-3684	Scientific Journals of Rzeszów University of Technology Series Economics and Humanities	Rzeszow University of Technology
1234-3706	Scientific Journals of Rzeszów University of Technology Series Management and Marketing	Rzeszow University of Technology
1234-432X	RCSB Protein Data Bank	Protein Data Bank
1234-561X	New Test Pub 01	CrossRef test user
1234-5628	D_Research in Accounting in Emerging Economies	CrossRef test user
1234-5644	Test Crossmark Pub Leo 2	Wiley (John Wiley & Sons)
1234-5678	Test s Publication	CrossRef test prefix
1234-5678	Test´s Publication	CrossRef test prefix
1234-5679,1234-5679	Delito y Sociedad	Universidad Nacional del Litoral
1234-754X	The Archives of Automotive Engineering/ Archiwum Motoryzacji	Index Copernicus International
1237-8593	Test Publication	CrossRef test user
1960-6664,1240-3474	Recherches en anthropologie au Portugal	PERSEE Program
1241-8226	EMC - Techniques chirurgicales - Thorax	Elsevier 
2428-0690,1243-1370	Le travail humain	CAIRN
1243-2563	Annales d histoire sociale	PERSEE Program
1243-2571	Mélanges d’histoire sociale	PERSEE Program
2429-9499,1243-3616	Arzanà	OpenEdition
1243-8170	Cahiers Edmond et Jules de Goncourt	PERSEE Program
2272-8090,1244-9288	LEGICOM	CAIRN
1245-1789	EMC - Pediatría	Elsevier 
1246-7391	Médecine & Droit	Elsevier 
2109-9537,1246-7529	Bulletin de l’AFAS	OpenEdition
2108-6354,1246-8185	ASp	OpenEdition
1247-6862	Bulletin de l Association Guillaume Budé Lettres d humanité	PERSEE Program
1250-0739	Didaskalia	INIST-CNRS
1250-6559	Revue Européenne des Éléments Finis	Informa UK (Taylor & Francis)
2377-9640,1250-7970	Logistique & Management	Informa UK (Taylor & Francis)
1251-8069	Comptes Rendus de l Académie des Sciences - Series IIB - Mechanics-Physics-Chemistry-Astronomy	Elsevier 
2118-4585,1253-2711	Le journal de l école de Paris du management	CAIRN
1775-3988,1253-7837	Revue germanique internationale	OpenEdition
2271-7749,1254-3179	L Expansion Management Review	CAIRN
1255-183X	Philonsorbonne	OpenEdition
2270-7336,1255-183X	Philonsorbonne	OpenEdition
1258-780X	Métiers de la Petite Enfance	Elsevier 
2116-7060,1260-5875	Revue internationale de géomatique	Lavoisier SAS
1776-2855,1260-5999	Journal français de psychiatrie	CAIRN
1262-1137	L objet	Lavoisier SAS
1262-3075	Paléo Supplément	PERSEE Program
2118-4496,1265-5449	Psychologie clinique et projective	CAIRN
1961-8638,1266-5371	Champ psychosomatique	CAIRN
2261-5482,1266-7188	Entrelacs	OpenEdition
2119-3851,1266-7862	Revue Française d Histoire des Idées Politiques	CAIRN
1267-8996	Histoire et mémoires de l Institut royal de France	PERSEE Program
1267-9003	Mémoires présentés par divers savants à l Académie des inscriptions et belles-lettres de l Institut de France Deuxième série Antiquités de la France	PERSEE Program
1267-9240	École pratique des hautes études Section des sciences religieuses	PERSEE Program
2271-8052,1268-4783	Annales des Mines - Responsabilité et environnement	CAIRN
1268-7251	Les Cahiers de la publicité	PERSEE Program
1269-1763	Pratiques Psychologiques	Elsevier 
1269-6935	Journal Européen des Systèmes Automatisés	Lavoisier SAS
2262-483X,1272-520X	Laennec	CAIRN
1272-6117	Revue archéologique de Picardie Numéro spécial	PERSEE Program
2105-1011,1273-2761	Médecine Buccale Chirurgie Buccale	EDP Sciences
1273-6449	Cahiers de sociolinguistique	CAIRN
2273-0257,1276-4930	Sud-Ouest Européen Revue géographique des Pyrénées et du Sud-Ouest	PERSEE Program
1279-5119	Revue française de génie civil	Informa UK (Taylor & Francis)
1279-8479	Médecine de Catastrophe - urgences collectives	Elsevier 
2117-5209,1279-8657	Pouvoirs dans la Caraïbe Revue du Centre de recherche sur les pouvoirs locaux dans la Caraïbe	OpenEdition
1280-4703	EMC - Anestesia-Reanimación	Elsevier 
1282-9129	EMC - Técnicas Quirúrgicas - Aparato Digestivo	Elsevier 
1283-0771	EMC - Anestesia-Rianimazione	Elsevier 
1283-078X	EMC - Medicina Riabilitativa	Elsevier 
1283-0798	EMC - Tecniche Chirurgiche Addominale	Elsevier 
1283-0801	EMC - Tecniche Chirurgiche Vascolare	Elsevier 
1283-081X	EMC - Ginecología-Obstetricia	Elsevier 
