@id,subjects
1347-3352_1345-8957,"[u'General Chemical Engineering', u'General Chemistry', u'General Medicine']"
1347-3409_1345-4676,[u'General Medicine']
1347-3484_1347-3476,[]
1347-3700_0386-7196,"[u'Cell Biology', u'Molecular Biology', u'Physiology', u'General Medicine']"
1347-3735_1344-7610,"[u'Agronomy and Crop Science', u'Plant Science', u'Genetics']"
1347-3824_1347-1767,[]
1347-3913_1346-8014,"[u'Building and Construction', u'General Materials Science']"
1347-4065_0021-4922,"[u'General Engineering', u'General Physics and Astronomy', u'General Engineering', u'General Physics and Astronomy', u'Physics and Astronomy (miscellaneous)']"
1347-4073_0031-9015,[u'General Physics and Astronomy']
1347-4219_0582-4052,[]
1347-4405_1342-6311,"[u'Ecology, Evolution, Behavior and Systematics', u'Plant Science', u'Soil Science', u'General Medicine']"
1347-4421_1389-1723,"[u'Biotechnology', u'Bioengineering', u'Applied Microbiology and Biotechnology']"
1347-4456_1347-4464,[]
1347-4715_1342-078X,"[u'General Medicine', u'Public Health, Environmental and Occupational Health']"
1347-4820_1346-9843,"[u'General Medicine', u'Cardiology and Cardiovascular Medicine']"
1347-5177_1346-3969,[u'Acoustics and Ultrasonics']
1347-5215_0918-6158,"[u'General Medicine', u'Pharmaceutical Science', u'Pharmacology']"
1347-5223_0009-2363,"[u'General Chemistry', u'General Medicine', u'Drug Discovery']"
1347-5231_0031-6903,"[u'Pharmaceutical Science', u'Pharmacology']"
1347-5320_1345-9678,"[u'Mechanical Engineering', u'Mechanics of Materials', u'General Materials Science', u'Condensed Matter Physics', u'Mechanical Engineering', u'Mechanics of Materials', u'General Materials Science', u'Condensed Matter Physics']"
1347-541X_0388-502X,[]
1347-5460_0915-1559,"[u'Mechanical Engineering', u'Mechanics of Materials', u'Materials Chemistry', u'Metals and Alloys']"
1347-5509_0912-0890,"[u'Clinical Neurology', u'Neurology']"
1347-5525_1341-8939,"[u'Electrical and Electronic Engineering', u'Mechanical Engineering']"
1347-5533_0385-4205,[u'Electrical and Electronic Engineering']
1347-5800_0044-5991,"[u'Biochemistry', u'Cell Biology', u'Physiology', u'Histology', u'Pathology and Forensic Medicine']"
1347-5878_1341-7738,"[u'Cell Biology', u'Reproductive Medicine']"
1347-5916_0033-2852,[u'General Psychology']
1347-605X_0003-6862,[u'Insect Science']
1347-6068_0021-4914,[u'Insect Science']
1347-6114_1342-4580,"[u'Agronomy and Crop Science', u'Plant Science', u'Biotechnology']"
1347-6157_1340-9050,[]
1347-6947_0916-8451,"[u'Biochemistry', u'Biotechnology', u'Molecular Biology', u'Analytical Chemistry', u'Organic Chemistry', u'Applied Microbiology and Biotechnology', u'General Medicine']"
1347-7358_0918-5739,"[u'Endocrinology', u'Endocrinology, Diabetes and Metabolism', u'Pediatrics, Perinatology, and Child Health']"
1347-7439_0916-7250,[u'General Veterinary']
1347-7501_1340-3516,[u'Equine']
1347-8397_0015-5691,[u'Pharmacology']
1347-8400_1341-1756,[]
1347-8648_1347-8613,"[u'Molecular Medicine', u'Pharmacology']"
1348-0391,"[u'Biotechnology', u'Bioengineering', u'Mechanics of Materials', u'Surfaces, Coatings and Films', u'Condensed Matter Physics', u'Surfaces and Interfaces', u'Biotechnology', u'Bioengineering', u'Mechanics of Materials', u'Surfaces, Coatings and Films', u'Condensed Matter Physics', u'Surfaces and Interfaces', u'Biotechnology', u'Bioengineering', u'Mechanics of Materials', u'Surfaces, Coatings and Films', u'Condensed Matter Physics', u'Surfaces and Interfaces', u'Biotechnology', u'Bioengineering', u'Mechanics of Materials', u'Surfaces, Coatings and Films', u'Condensed Matter Physics', u'Surfaces and Interfaces']"
1348-0421_0385-5600,"[u'Immunology', u'Microbiology', u'Virology']"
1348-0634_0009-2673,[u'General Chemistry']
1348-0715_0366-7022,[u'General Chemistry']
1348-1290_1344-7629,[]
1348-1479_0385-6917,[]
1348-1940_0917-639X,"[u'General Chemistry', u'General Materials Science', u'Condensed Matter Physics']"
1348-2165,[]
1348-2246_0910-6340,[u'Analytical Chemistry']
1348-3315_1342-8284,[]
1348-4214_0916-9636,"[u'Physiology', u'Cardiology and Cardiovascular Medicine', u'Internal Medicine']"
1348-4400_0916-8818,[u'Animal Science and Zoology']
1348-4540_0918-8959,"[u'Endocrinology', u'Endocrinology, Diabetes and Metabolism']"
1348-4559_1340-8984,[]
1348-6160_1343-4152,[u'Animal Science and Zoology']
1348-6276_0387-7973,[]
1348-6365_1882-2754,[]
1348-6535_0914-5400,"[u'General Chemistry', u'Ceramics and Composites', u'Materials Chemistry', u'Condensed Matter Physics']"
1348-7019_0011-4545,"[u'Animal Science and Zoology', u'Plant Science', u'Cell Biology', u'Genetics']"
1348-7930_1348-7922,[]
1348-8147_0385-4213,"[u'Energy Engineering and Power Technology', u'Electrical and Electronic Engineering']"
1348-8155_0385-4221,[u'Electrical and Electronic Engineering']
1348-8163_0913-6339,"[u'Electrical and Electronic Engineering', u'Industrial and Manufacturing Engineering']"
1348-8570_0918-7960,[u'Anthropology']
1348-8643,[u'Otorhinolaryngology']
1348-8813_1344-3992,[]
1348-9372_0386-9768,"[u'Gastroenterology', u'Surgery']"
1348-9585_1341-9145,"[u'Public Health, Environmental and Occupational Health']"
1348-9992_0386-9628,"[u'Oncology', u'Pulmonary and Respiratory Medicine']"
1349-0486_1346-7395,[u'Animal Science and Zoology']
1349-0540_0032-3896,"[u'Materials Chemistry', u'Polymers and Plastics']"
1349-0923_1348-589X,"[u'Insect Science', u'Health, Toxicology and Mutagenesis']"
1349-0990_0011-1848,"[u'Agronomy and Crop Science', u'Food Science', u'Genetics']"
1349-1008_1343-943X,[u'Agronomy and Crop Science']
1349-1717_0914-9465,[u'Histology']
1349-2543,"[u'Electrical and Electronic Engineering', u'Electronic, Optical and Magnetic Materials', u'Condensed Matter Physics']"
1349-273X_1346-8804,"[u'Energy Engineering and Power Technology', u'Fuel Technology']"
1349-2853_0915-1389,[]
1349-2896_0386-2208,"[u'General Agricultural and Biological Sciences', u'General Medicine', u'General Physics and Astronomy']"
1349-2942,[u'Biophysics']
1349-3299_1349-2365,"[u'General Medicine', u'Cardiology and Cardiovascular Medicine']"
1349-3329_0040-8727,"[u'General Biochemistry, Genetics and Molecular Biology', u'General Medicine']"
1349-340X_1349-3507,"[u'Renewable Energy, Sustainability and the Environment']"
1349-3825_1345-6296,"[u'Geology', u'Geophysics']"
1349-4147_1348-8945,"[u'Infectious Diseases', u'Public Health, Environmental and Occupational Health']"
1349-4333_0037-1033,[]
1349-497X_1348-7116,[]
1349-533X_1341-0725,"[u'General Medicine', u'Public Health, Environmental and Occupational Health', u'Toxicology']"
1349-6174_1348-8406,[]
1349-6336_0914-9244,"[u'Organic Chemistry', u'Materials Chemistry', u'Polymers and Plastics']"
1349-6476,[u'Atmospheric Science']
1349-6867_1343-1420,"[u'General Biochemistry, Genetics and Molecular Biology', u'General Medicine']"
1349-6964_0385-7417,[]
1349-7006_1347-9032,"[u'Cancer Research', u'General Medicine', u'Oncology']"
1349-7022_1880-3121,[]
1349-7235_0918-2918,"[u'General Medicine', u'Internal Medicine']"
1349-7308,[]
1349-7413_0911-4300,"[u'Immunology', u'General Medicine', u'Immunology and Allergy']"
1349-7723_1345-1324,[]
1349-7979_1345-630X,"[u'Economic Geology', u'Geochemistry and Petrology']"
1349-8029_0470-8105,"[u'Clinical Neurology', u'Surgery']"
1349-8037_0022-1260,"[u'Applied Microbiology and Biotechnology', u'Microbiology']"
1349-838X_0019-2341,[u'Electrical and Electronic Engineering']
1349-8398_0387-8805,[u'Electrical and Electronic Engineering']
1349-9092_0917-5040,"[u'General Medicine', u'Epidemiology']"
1349-9149_0285-4945,[]
1349-9157_0449-3060,"[u'Health, Toxicology and Mutagenesis', u'Radiology Nuclear Medicine and imaging', u'Radiation']"
1349-9203_0386-216X,"[u'General Chemical Engineering', u'General Chemistry']"
1349-9262_1348-6012,[]
1349-9408_1349-9394,[]
1349-9432_1340-6000,"[u'Atomic and Molecular Physics, and Optics']"
1349-967X_0914-9201,[u'General Medicine']
1349-9963_0016-7630,"[u'General Earth and Planetary Sciences', u'General Engineering', u'General Environmental Science']"
1349-998X_0021-5392,[u'Aquatic Science']
1350-4177,"[u'Chemical Engineering (miscellaneous)', u'Radiology Nuclear Medicine and imaging', u'Acoustics and Ultrasonics']"
1350-4487,"[u'Instrumentation', u'Radiation']"
1350-4495,"[u'Electronic, Optical and Magnetic Materials', u'Condensed Matter Physics', u'Atomic and Molecular Physics, and Optics']"
1350-4533,"[u'Biophysics', u'Biomedical Engineering']"
1350-4789,"[u'General Chemical Engineering', u'Mechanical Engineering']"
1350-5076,"[u'Management of Technology and Innovation', u'Strategy and Management', u'General Decision Sciences']"
1350-5084,"[u'General Business, Management and Accounting', u'Management of Technology and Innovation', u'Strategy and Management']"
1350-6307_1350-6307,"[u'General Engineering', u'General Materials Science']"
1350-7265,[u'Statistics and Probability']
1350-7540,"[u'Clinical Neurology', u'Neurology']"
1350-9047_1350-9047,"[u'Cell Biology', u'Molecular Biology']"
1350-911X_0013-5194,[u'Electrical and Electronic Engineering']
1350-9462,"[u'Ophthalmology', u'Sensory Systems']"
1351-0002,"[u'Biochemistry', u'Cell Biology', u'Clinical Biochemistry', u'Physiology', u'Biochemistry, medical']"
1351-010X_1351-010X,"[u'Mechanical Engineering', u'Building and Construction', u'Acoustics and Ultrasonics']"
1351-4180,[]
1351-4210,[]
1352-2310,"[u'Atmospheric Science', u'General Environmental Science']"
1352-2752,[u'Marketing']
1352-7592,"[u'Management Information Systems', u'Management of Technology and Innovation']"
1352-7606,"[u'Sociology and Political Science', u'Cultural Studies']"
1352-8661_0968-5243,"[u'Biophysics', u'Radiology Nuclear Medicine and imaging', u'Radiological and Ultrasound Technology']"
1353-4858,"[u'Computer Networks and Communications', u'Information Systems and Management', u'Safety, Risk, Reliability and Quality']"
1353-6583,[]
1353-8020,"[u'Geriatrics and Gerontology', u'Clinical Neurology', u'Neurology']"
1353-8292,"[u'Public Health, Environmental and Occupational Health', u'Geography, Planning and Development', u'Health(social science)']"
1354-0661,"[u'Sociology and Political Science', u'Political Science and International Relations']"
1354-067X,"[u'Social Psychology', u'Sociology and Political Science', u'Anthropology', u'Cultural Studies']"
1354-5078,"[u'Arts and Humanities (miscellaneous)', u'Geography, Planning and Development', u'Political Science and International Relations']"
1354-814X,[]
1355-0306,[u'Pathology and Forensic Medicine']
1355-1841,[u'Maternity and Midwifery']
1355-2198,"[u'History', u'History and Philosophy of Science', u'General Physics and Astronomy']"
1355-2511,"[u'Strategy and Management', u'Industrial and Manufacturing Engineering', u'Safety, Risk, Reliability and Quality']"
1355-2546,"[u'Industrial and Manufacturing Engineering', u'Mechanical Engineering']"
1355-2554,"[u'Business, Management and Accounting (miscellaneous)']"
1355-3259,"[u'Pathology and Forensic Medicine', u'Applied Psychology']"
1355-5855,[]
1356-1049,[u'Spectroscopy']
1356-3289,"[u'Organizational Behavior and Human Resource Management', u'Industrial relations']"
1356-336X,"[u'Orthopedics and Sports Medicine', u'Education', u'Physical Therapy, Sports Therapy and Rehabilitation']"
1356-3890,"[u'Development', u'Sociology and Political Science']"
1356-5362,"[u'Electrical and Electronic Engineering', u'Electronic, Optical and Magnetic Materials', u'Surfaces, Coatings and Films', u'Condensed Matter Physics', u'Atomic and Molecular Physics, and Optics']"
1356-689X,"[u'General Medicine', u'Physical Therapy, Sports Therapy and Rehabilitation']"
1356-7888,[u'Political Science and International Relations']
1357-034X,"[u'Social Psychology', u'Health(social science)', u'Cultural Studies']"
1357-2725,"[u'Biochemistry', u'Cell Biology']"
1357-3039,[u'General Medicine']
1357-5317_1357-5317,"[u'Geography, Planning and Development', u'Urban Studies']"
1358-1988,"[u'Strategy and Management', u'Finance']"
1359-0286,[u'General Materials Science']
1359-0294,"[u'Colloid and Surface Chemistry', u'Physical and Theoretical Chemistry', u'Polymers and Plastics', u'Surfaces and Interfaces']"
1359-0790,"[u'General Economics, Econometrics and Finance', u'Law']"
1359-107X,"[u'General Medicine', u'Applied Psychology']"
1359-1789,"[u'Pathology and Forensic Medicine', u'Psychiatry and Mental health', u'Clinical Psychology']"
1359-1835,"[u'Arts and Humanities (miscellaneous)', u'Archaeology', u'Anthropology']"
1359-4184_1359-4184,"[u'Molecular Biology', u'Psychiatry and Mental health', u'Cellular and Molecular Neuroscience']"
1359-4311,"[u'Energy Engineering and Power Technology', u'Industrial and Manufacturing Engineering']"
1359-5113,"[u'Biochemistry', u'Bioengineering', u'Applied Microbiology and Biotechnology']"
1359-5237,"[u'General Medicine', u'Cardiology and Cardiovascular Medicine', u'Internal Medicine', u'Advanced and Specialised Nursing', u'Assessment and Diagnosis', u'General Medicine', u'Cardiology and Cardiovascular Medicine', u'Internal Medicine', u'Advanced and Specialised Nursing', u'Assessment and Diagnosis', u'General Medicine', u'Cardiology and Cardiovascular Medicine', u'Internal Medicine', u'Advanced and Specialised Nursing', u'Assessment and Diagnosis', u'General Medicine', u'Cardiology and Cardiovascular Medicine', u'Internal Medicine', u'Advanced and Specialised Nursing', u'Assessment and Diagnosis']"
1359-6101,"[u'General Biochemistry, Genetics and Molecular Biology', u'Immunology', u'Endocrinology, Diabetes and Metabolism', u'Immunology and Allergy']"
1359-6128,"[u'Marketing', u'Mechanical Engineering']"
1359-6349,"[u'Cancer Research', u'Oncology']"
1359-6446,"[u'Drug Discovery', u'Pharmacology']"
1359-6454,"[u'Ceramics and Composites', u'Electronic, Optical and Magnetic Materials', u'Metals and Alloys', u'Polymers and Plastics']"
1359-6462,"[u'General Materials Science', u'Condensed Matter Physics']"
1359-835X,"[u'Mechanics of Materials', u'Ceramics and Composites']"
1359-8368,"[u'Industrial and Manufacturing Engineering', u'Mechanical Engineering', u'Mechanics of Materials', u'Ceramics and Composites']"
1359-8546,[u'Strategy and Management']
1360-0443_0965-2140,"[u'Medicine (miscellaneous)', u'Psychiatry and Mental health']"
1360-0451_0954-0121,"[u'Public Health, Environmental and Occupational Health', u'Social Psychology', u'Health(social science)']"
1360-046X_0268-8697,"[u'General Medicine', u'Clinical Neurology', u'Surgery']"
1360-0478_0958-3157,"[u'Agronomy and Crop Science', u'Insect Science']"
1360-0486_0305-0068,[u'Education']
1360-0494_0954-0091,"[u'Artificial Intelligence', u'Human-Computer Interaction', u'Software']"
1360-0508_0968-7599,"[u'General Social Sciences', u'Health(social science)', u'General Health Professions']"
1360-0516_0954-0253,"[u'Education', u'Gender Studies']"
1360-0524_0966-369X,"[u'Arts and Humanities (miscellaneous)', u'Cultural Studies', u'Demography', u'Gender Studies']"
1360-0532_0266-4763,"[u'Statistics, Probability and Uncertainty', u'Statistics and Probability']"
1360-0540_0260-7476,[u'Education']
1360-0559_0964-0568,"[u'Fluid Flow and Transfer Processes', u'General Environmental Science', u'Management, Monitoring, Policy and Law', u'Water Science and Technology', u'Geography, Planning and Development']"
1360-0567_0963-8237,"[u'General Medicine', u'Psychiatry and Mental health']"
1360-0583_0269-7459,"[u'Geography, Planning and Development']"
1360-0591_0034-3404,"[u'General Environmental Science', u'General Social Sciences']"
1360-063X_0042-0980,"[u'Environmental Science (miscellaneous)', u'Urban Studies']"
1360-0648_0790-0627,"[u'Water Science and Technology', u'Development']"
1360-1385,[u'Plant Science']
1360-2241_0143-6597,[u'Development']
1360-7804_1360-7804,[u'Sociology and Political Science']
1360-8592,"[u'Complementary and alternative medicine', u'Rehabilitation', u'Complementary and Manual Therapy', u'Physical Therapy, Sports Therapy and Rehabilitation']"
1361-3723,"[u'General Computer Science', u'Law']"
1361-6382_0264-9381,[u'Physics and Astronomy (miscellaneous)']
1361-6404_0143-0807,[u'General Physics and Astronomy']
1361-6412_0954-0083,"[u'Organic Chemistry', u'Materials Chemistry', u'Polymers and Plastics']"
1361-6420_0266-5611,"[u'Computer Science Applications', u'Signal Processing', u'Applied Mathematics', u'Mathematical Physics', u'Theoretical Computer Science']"
1361-6439_0960-1317,"[u'Electrical and Electronic Engineering', u'Mechanical Engineering', u'Mechanics of Materials', u'Electronic, Optical and Magnetic Materials']"
1361-6455_0953-4075,"[u'Condensed Matter Physics', u'Atomic and Molecular Physics, and Optics']"
1361-6463_0022-3727,"[u'Electronic, Optical and Magnetic Materials', u'Surfaces, Coatings and Films', u'Acoustics and Ultrasonics', u'Condensed Matter Physics']"
1361-6471_0954-3899,[u'Nuclear and High Energy Physics']
1361-648X_0953-8984,"[u'General Materials Science', u'Condensed Matter Physics']"
1361-6498_0952-4746,"[u'Waste Management and Disposal', u'General Medicine', u'Public Health, Environmental and Occupational Health']"
1361-6501_0957-0233,"[u'Applied Mathematics', u'Instrumentation']"
1361-651X_0965-0393,"[u'Computer Science Applications', u'Mechanics of Materials', u'General Materials Science', u'Modelling and Simulation', u'Condensed Matter Physics']"
1361-6528_0957-4484,"[u'Bioengineering', u'General Chemistry', u'Electrical and Electronic Engineering', u'Mechanical Engineering', u'Mechanics of Materials', u'General Materials Science']"
1361-6536_0954-898X,[u'Neuroscience (miscellaneous)']
1361-6544_0951-7715,"[u'Applied Mathematics', u'Mathematical Physics', u'General Physics and Astronomy', u'Statistical and Nonlinear Physics']"
1361-6552_0031-9120,"[u'General Physics and Astronomy', u'Education']"
1361-6560_0031-9155,"[u'Radiology Nuclear Medicine and imaging', u'Radiological and Ultrasound Technology']"
1361-6579_0967-3334,"[u'Biophysics', u'Physiology', u'Biomedical Engineering', u'Physiology (medical)']"
1361-6587_0741-3335,"[u'Nuclear Energy and Engineering', u'Condensed Matter Physics']"
1361-6595_0963-0252,[u'Condensed Matter Physics']
1361-6609_0963-6625,"[u'Arts and Humanities (miscellaneous)', u'Developmental and Educational Psychology', u'Communication']"
1361-6633_0034-4885,[u'General Physics and Astronomy']
1361-6641_0268-1242,"[u'Electrical and Electronic Engineering', u'Electronic, Optical and Magnetic Materials', u'Materials Chemistry', u'Condensed Matter Physics']"
1361-665X_0964-1726,"[u'Signal Processing', u'Civil and Structural Engineering', u'Electrical and Electronic Engineering', u'Mechanics of Materials', u'General Materials Science', u'Condensed Matter Physics', u'Atomic and Molecular Physics, and Optics']"
1361-6668_0953-2048,"[u'Electrical and Electronic Engineering', u'Ceramics and Composites', u'Materials Chemistry', u'Metals and Alloys', u'Condensed Matter Physics']"
1361-7427,"[u'History', u'Language and Linguistics', u'Literature and Literary Theory', u'Visual Arts and Performing Arts', u'Linguistics and Language', u'Sociology and Political Science', u'Cultural Studies', u'History', u'Language and Linguistics', u'Literature and Literary Theory', u'Visual Arts and Performing Arts', u'Linguistics and Language', u'Sociology and Political Science', u'Cultural Studies']"
